Row,Distance_Cook,Outlier_Cook,Outlier
193,2.0910466170621952e-5,0,0
194,5.199782164684035e-4,0,0
195,0.001011535332149766,0,0
196,3.020990956391068e-4,0,0
197,1.0818273053910075e-4,0,0
198,5.495159585466338e-5,0,0
199,8.442626942395163e-4,0,0
200,5.103136108253125e-6,0,0
201,5.1407964600382065e-6,0,0
202,1.8678741633312032e-4,0,0
203,8.223763647142201e-4,0,0
204,5.238847165707757e-6,0,0
205,3.010902488291323e-7,0,0
206,4.085877197205926e-4,0,0
207,1.089177968678012e-5,0,0
208,1.420547087691915e-6,0,0
209,4.969722559295409e-5,0,0
210,1.1453484681548732e-4,0,0
211,0.0021710498708786873,0,0
212,3.6851277893211e-5,0,0
213,8.333498248819083e-5,0,0
214,0.0010793220502896643,0,0
215,0.0013033477979058215,0,0
216,2.216872957675959e-4,0,0
217,3.701985149171959e-4,0,0
218,2.486277856238907e-4,0,0
219,2.827204091514386e-4,0,0
220,1.939157036731404e-4,0,0
221,3.824340761961363e-4,0,0
222,0.0024705030281617093,0,0
223,2.609244828550988e-4,0,0
224,1.6806347359945724e-4,0,0
225,0.005129533682172607,0,0
226,3.701985149171959e-4,0,0
227,4.828244549012802e-5,0,0
228,0.0013033477979058215,0,0
229,1.1975151161632404e-4,0,0
230,0.0013779653298855502,0,0
231,0.0011482119874610124,0,0
232,0.0013033477979058215,0,0
233,5.830240539969768e-4,0,0
234,6.761393352268635e-4,0,0
235,0.0013839390850548794,0,0
236,2.9350737035449266e-4,0,0
237,1.611364679612244e-6,0,0
238,0.009646026086981861,0,0
239,3.295299560354066e-6,0,0
240,8.769626284634832e-7,0,0
241,5.659340827843098e-4,0,0
242,5.924146054884491e-5,0,0
243,2.1817100843556113e-7,0,0
244,1.0703282493295514e-4,0,0
245,6.548965417790386e-4,0,0
246,2.9515621275538225e-4,0,0
247,3.132183706226755e-6,0,0
248,3.846681748520433e-5,0,0
249,1.0561480026204283e-4,0,0
250,3.815320384396863e-4,0,0
